% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=481917, Mon Aug  4 23:15:48 2025, <python>{}</python>
1 5 4.201478564379127 0 0 27.447304856054288 0.5430402711349839 1.7427174049532705 0.6806652683293549 0.672180873276093
2 10 3.4998414398737197 0 0 22.033018614055983 0.4352289017093075 1.440883355343411 0.5659968890272375 0.5657126138066568
3 15 2.8414380333640965 0 0 16.971136648166727 0.3447928971240946 1.1533626942253377 0.44948820137325246 0.4621373345106098
4 20 2.4029755046574235 0 0 13.999634565730725 0.29226620628744654 0.959567219810356 0.3670857236533609 0.3745558666219773
5 25 2.2307867458606605 0 0 12.931072065819498 0.2657421030733138 0.8708960374742399 0.33336069020887416 0.3458409787918221
6 30 2.137325656676775 0 0 11.706310717800614 0.2552389018023923 0.8600358949021903 0.3125411280015818 0.3259167487596172
7 35 1.8089534476863354 0 0 10.031989771153171 0.21584659256418645 0.6973549925043822 0.25040462724800366 0.2697546804371984
8 40 1.5609428015584184 0 0 8.56242211600756 0.1813721085208359 0.6065268400244694 0.21687678826700316 0.22051141857575815
9 45 1.3802886128662957 0 0 7.457913445567055 0.15977984818208696 0.5240833669543281 0.18548554808639486 0.1940181546761677
10 50 1.1432514038978425 0 0 5.920159253615993 0.13224576745841035 0.4307834579554528 0.15025280385695658 0.1587652570214582
11 55 1.2413456472763904 0 0 6.346028349271623 0.15231049203827218 0.49809196564310737 0.15924531483890797 0.16859868461891492
12 60 1.2297501420566275 0 0 6.120610469578427 0.14931024496606674 0.4818847200523943 0.161853041379648 0.17280021656317301
13 65 1.2784439221194828 0 0 6.193803404383703 0.15280779406941936 0.4953310108718514 0.18119058005000024 0.17432106532306993
14 70 1.2064817251712103 0 0 5.690143590441415 0.14086492586448457 0.4627648916915555 0.1706377212047025 0.16379751582957133
15 75 1.1264012406387078 0 0 5.216827205160778 0.12877289126719807 0.4272227384686518 0.15848118897868724 0.15320508978923417
16 80 1.0617980987099906 0 0 4.89864948805278 0.11766493950790109 0.41234959718904046 0.14823074816637197 0.14564753541551598
17 85 0.9562129545114649 0 0 4.144894367331534 0.1042085642750221 0.37776737492910506 0.1340890318156494 0.13342511267232163
18 90 0.8449009848841034 0 0 3.5772427026962808 0.08895294958853213 0.33028531008973333 0.1184870825178907 0.11817776286591603
19 95 0.9386279302394249 0 0 3.9736445742483393 0.0956581606269744 0.36427528184274743 0.1468551818077297 0.1367725664729767
20 100 0.8904016255357305 0 0 3.627279809595543 0.09191649836714177 0.33447673644916426 0.13841441723062264 0.12706254786314236
